                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.46428,                0.49399,                0.97482,                0.81974,                 0.8764,                0.91093,                0.81238,                0.52707,                0.59552,                0.85077,             0.00045305,             0.00045305,             0.00045305
                    154,                0.47297,                0.48379,                 0.9735,                0.79285,                0.88589,                0.91036,                0.80724,                0.53967,                0.56417,                0.86336,             0.00045005,             0.00045005,             0.00045005
                    155,                0.47238,                0.49658,                0.97712,                0.82971,                0.87272,                0.91655,                0.81056,                0.52558,                0.53968,                0.86801,             0.00044705,             0.00044705,             0.00044705
                    156,                0.46647,                0.49665,                0.97986,                0.83099,                 0.8924,                0.91517,                0.80517,                0.53592,                 0.5261,                 0.8633,             0.00044405,             0.00044405,             0.00044405
                    157,                0.44252,                0.47369,                0.97739,                  0.873,                0.86325,                0.92899,                0.82434,                0.52317,                0.53747,                0.85207,             0.00044105,             0.00044105,             0.00044105
                    158,                0.46404,                0.49678,                0.98107,                0.83162,                0.94004,                 0.9455,                0.84246,                0.52041,                0.51471,                0.84614,             0.00043805,             0.00043805,             0.00043805
                    159,                0.46234,                 0.4803,                0.98037,                0.84129,                 0.8772,                0.92499,                 0.8207,                0.52271,                0.52737,                0.85892,             0.00043505,             0.00043505,             0.00043505
                    160,                0.47195,                0.48701,                0.97488,                0.81562,                0.86627,                 0.9138,                0.81589,                0.51535,                0.53538,                0.84298,             0.00043205,             0.00043205,             0.00043205
                    161,                0.45605,                0.47174,                0.97683,                0.85508,                0.85618,                0.92975,                0.82237,                 0.5339,                0.54107,                0.85473,             0.00042905,             0.00042905,             0.00042905
                    162,                0.46765,                0.48399,                0.97752,                0.83853,                0.88531,                0.92733,                0.82011,                0.51591,                0.52924,                0.85758,             0.00042605,             0.00042605,             0.00042605
                    163,                0.46512,                0.48564,                0.97673,                0.87233,                0.84794,                0.92756,                0.82911,                0.51841,                0.52814,                0.87088,             0.00042305,             0.00042305,             0.00042305
                    164,                0.44652,                0.46421,                0.96926,                0.86457,                0.84667,                0.92791,                0.81619,                 0.5228,                0.52951,                0.86498,             0.00042005,             0.00042005,             0.00042005
                    165,                0.44997,                0.45953,                0.97397,                0.86032,                 0.8626,                0.92892,                 0.8163,                0.52762,                0.51618,                0.87362,             0.00041705,             0.00041705,             0.00041705
                    166,                0.44727,                0.46256,                0.97863,                0.81857,                0.94799,                0.93925,                 0.8339,                0.51395,                0.52789,                0.85775,             0.00041405,             0.00041405,             0.00041405
                    167,                0.45391,                0.47413,                0.96746,                0.93274,                0.82979,                0.93264,                0.81401,                0.53104,                0.50454,                0.85808,             0.00041105,             0.00041105,             0.00041105
                    168,                0.42413,                0.43943,                0.95291,                0.83293,                0.91655,                0.92891,                0.81485,                 0.5172,                0.49708,                0.85261,             0.00040805,             0.00040805,             0.00040805
                    169,                0.43655,                0.48546,                0.97238,                0.84482,                0.93189,                0.93523,                0.82099,                0.53634,                 0.5142,                0.86486,             0.00040505,             0.00040505,             0.00040505
                    170,                0.44542,                0.45603,                0.96663,                 0.8489,                0.92759,                0.94642,                 0.8335,                0.52331,                0.51799,                0.86043,             0.00040205,             0.00040205,             0.00040205
                    171,                0.44526,                0.44581,                0.96439,                0.82912,                0.92011,                0.94424,                0.83717,                 0.5184,                0.55275,                0.85638,             0.00039905,             0.00039905,             0.00039905
                    172,                0.44033,                0.45998,                 0.9648,                0.83541,                0.88446,                0.93424,                0.81367,                0.52587,                0.53056,                0.85298,             0.00039605,             0.00039605,             0.00039605
                    173,                0.44336,                0.46299,                0.97269,                 0.8242,                0.88696,                0.92669,                 0.8161,                0.50735,                 0.5495,                0.85447,             0.00039305,             0.00039305,             0.00039305
                    174,                0.45495,                0.45604,                0.96213,                0.78841,                0.93653,                0.92357,                0.80868,                0.51905,                0.54386,                 0.8604,             0.00039005,             0.00039005,             0.00039005
                    175,                0.43082,                0.45901,                0.96499,                0.83428,                0.90212,                0.91814,                0.80649,                0.52461,                0.56268,                0.86111,             0.00038705,             0.00038705,             0.00038705
                    176,                0.43048,                 0.4415,                0.97222,                 0.8482,                0.85641,                0.92143,                0.79675,                0.52554,                0.52835,                 0.8833,             0.00038405,             0.00038405,             0.00038405
                    177,                0.44633,                0.44779,                0.96795,                0.88482,                0.84034,                0.92978,                0.81193,                0.52414,                0.52772,                0.86502,             0.00038105,             0.00038105,             0.00038105
                    178,                 0.4427,                 0.4476,                 0.9679,                0.81491,                0.89788,                0.92483,                0.81361,                0.51286,                0.52319,                0.84806,             0.00037805,             0.00037805,             0.00037805
                    179,                0.44958,                0.46599,                 0.9718,                0.79219,                0.86641,                0.90364,                0.79574,                0.50912,                0.51396,                 0.8521,             0.00037505,             0.00037505,             0.00037505
                    180,                0.43812,                0.44465,                0.96258,                0.82375,                0.91924,                0.91913,                0.80982,                0.52237,                0.50007,                0.85485,             0.00037205,             0.00037205,             0.00037205
                    181,                0.42933,                0.46604,                0.96585,                0.89963,                0.83652,                0.92895,                 0.8182,                0.51767,                0.56315,                 0.8573,             0.00036905,             0.00036905,             0.00036905
                    182,                0.42932,                0.46371,                0.97019,                0.84215,                0.87682,                0.93015,                0.82888,                0.50192,                 0.5515,                0.85006,             0.00036605,             0.00036605,             0.00036605
                    183,                0.43328,                0.45509,                 0.9673,                0.85817,                0.83397,                0.91837,                0.82203,                0.50164,                0.52465,                 0.8501,             0.00036305,             0.00036305,             0.00036305
                    184,                0.43242,                0.42849,                0.96459,                0.86715,                0.82735,                0.91461,                0.80881,                0.51053,                 0.5464,                0.85233,             0.00036005,             0.00036005,             0.00036005
                    185,                0.43783,                0.43402,                0.97136,                0.81209,                0.88693,                0.92312,                0.80993,                0.50722,                0.53553,                0.85355,             0.00035706,             0.00035706,             0.00035706
                    186,                0.44217,                0.45639,                0.96411,                0.79942,                0.87915,                0.91568,                0.80995,                0.51156,                0.55225,                0.85302,             0.00035406,             0.00035406,             0.00035406
                    187,                0.43371,                  0.438,                0.96047,                0.92022,                0.81768,                0.91567,                 0.8091,                0.52211,                0.54284,                 0.8555,             0.00035106,             0.00035106,             0.00035106
                    188,                0.44111,                0.44258,                0.97194,                0.82822,                0.88831,                 0.9189,                0.81503,                0.51777,                0.52705,                0.86195,             0.00034806,             0.00034806,             0.00034806
                    189,                0.44906,                0.44255,                0.97804,                0.89873,                0.81491,                0.91947,                0.80341,                0.51475,                0.52447,                0.86138,             0.00034506,             0.00034506,             0.00034506
                    190,                0.42509,                0.41718,                0.95775,                 0.8401,                0.87354,                0.92013,                0.81641,                0.51396,                0.51519,                0.85802,             0.00034206,             0.00034206,             0.00034206
                    191,                0.43103,                0.44185,                0.96189,                0.84908,                0.87626,                0.92531,                0.82916,                0.51767,                0.54003,                0.85812,             0.00033906,             0.00033906,             0.00033906
                    192,                0.42569,                0.42594,                0.95739,                0.85197,                0.88175,                0.91943,                0.82539,                0.51025,                0.52843,                0.85345,             0.00033606,             0.00033606,             0.00033606
                    193,                0.42777,                0.43474,                0.96477,                0.87596,                0.84342,                0.92891,                0.82294,                0.51275,                0.51461,                 0.8642,             0.00033306,             0.00033306,             0.00033306
                    194,                0.42427,                0.43748,                0.96735,                0.86168,                0.85811,                0.92019,                0.81583,                0.50782,                0.52367,                 0.8635,             0.00033006,             0.00033006,             0.00033006
                    195,                0.44571,                0.44407,                0.97102,                0.88005,                0.82681,                0.91243,                0.80288,                0.51148,                0.54024,                0.86184,             0.00032706,             0.00032706,             0.00032706
                    196,                0.42326,                0.43092,                0.96044,                0.83733,                0.87721,                0.91042,                0.80653,                0.51555,                0.52531,                0.86591,             0.00032406,             0.00032406,             0.00032406
                    197,                0.42139,                 0.4245,                0.95808,                0.87904,                 0.8227,                0.89762,                0.79243,                0.52557,                0.58221,                0.86119,             0.00032106,             0.00032106,             0.00032106
                    198,                0.43214,                0.44932,                0.96784,                 0.8688,                0.86389,                0.91163,                0.81147,                0.51242,                 0.5174,                0.84937,             0.00031806,             0.00031806,             0.00031806
                    199,                0.42187,                0.42073,                0.96205,                0.89254,                0.84981,                0.92475,                 0.8236,                 0.5058,                0.52986,                0.85631,             0.00031506,             0.00031506,             0.00031506
                    200,                0.42666,                0.43801,                0.96092,                0.89071,                0.85417,                0.91442,                 0.8289,                0.49034,                0.51292,                0.84764,             0.00031206,             0.00031206,             0.00031206
                    201,                 0.4153,                0.42048,                0.95609,                 0.8585,                0.86269,                0.92098,                0.82092,                0.50542,                0.52722,                0.85001,             0.00030906,             0.00030906,             0.00030906
                    202,                0.42378,                0.42041,                0.95204,                0.87915,                   0.84,                0.92044,                0.82013,                0.51812,                0.51821,                0.85412,             0.00030606,             0.00030606,             0.00030606
                    203,                0.41944,                0.42392,                0.95781,                 0.8484,                0.87676,                0.91922,                 0.8083,                0.51988,                0.53422,                0.85123,             0.00030306,             0.00030306,             0.00030306
                    204,                0.41089,                0.42009,                 0.9601,                0.88656,                0.82302,                0.91474,                0.81833,                0.51636,                0.53002,                0.84949,             0.00030006,             0.00030006,             0.00030006
                    205,                0.41405,                0.42354,                0.96025,                 0.8853,                0.84863,                0.92354,                  0.818,                0.51403,                0.52598,                0.85318,             0.00029706,             0.00029706,             0.00029706
                    206,                0.41549,                0.41547,                0.96068,                  0.793,                0.93075,                0.92761,                0.82045,                0.50067,                0.51862,                0.84563,             0.00029406,             0.00029406,             0.00029406
                    207,                0.42459,                0.41291,                0.95942,                0.78921,                0.92691,                 0.9138,                0.80464,                0.50599,                0.53445,                0.84945,             0.00029106,             0.00029106,             0.00029106
                    208,                 0.4303,                0.41576,                0.95505,                0.85095,                0.86224,                 0.9143,                0.80077,                 0.5127,                0.55181,                0.85979,             0.00028806,             0.00028806,             0.00028806
                    209,                0.41573,                0.41256,                0.96402,                0.87428,                 0.8572,                0.92192,                0.81377,                0.52387,                0.52061,                0.86152,             0.00028506,             0.00028506,             0.00028506
                    210,                0.42622,                0.42369,                0.96815,                0.84122,                0.86002,                0.91795,                0.81678,                0.51716,                0.52473,                0.84595,             0.00028206,             0.00028206,             0.00028206
                    211,                0.41305,                 0.4136,                0.96009,                0.81941,                0.89129,                0.91311,                0.81203,                0.50613,                0.51955,                 0.8424,             0.00027906,             0.00027906,             0.00027906
                    212,                0.40974,                0.39565,                0.94508,                0.85971,                0.86431,                0.91475,                0.80629,                0.51728,                 0.5037,                0.85686,             0.00027606,             0.00027606,             0.00027606
                    213,                0.41523,                0.39883,                 0.9667,                0.84951,                 0.8675,                0.90988,                0.80851,                0.51106,                0.50609,                0.85443,             0.00027306,             0.00027306,             0.00027306
                    214,                0.39683,                0.40149,                0.95153,                0.87856,                 0.8522,                0.91904,                0.81753,                0.51019,                0.51283,                 0.8533,             0.00027006,             0.00027006,             0.00027006
                    215,                0.40606,                 0.4151,                0.95812,                0.88726,                0.83183,                0.92858,                0.82171,                0.51682,                 0.5109,                0.85187,             0.00026706,             0.00026706,             0.00026706
                    216,                0.41565,                0.41212,                0.95829,                 0.8758,                0.86601,                0.92718,                0.82036,                0.51835,                0.49338,                0.85317,             0.00026406,             0.00026406,             0.00026406
                    217,                0.40632,                0.39823,                0.95164,                0.85032,                0.86182,                0.91761,                0.81135,                0.52353,                0.49418,                0.85268,             0.00026106,             0.00026106,             0.00026106
                    218,                0.41195,                0.42104,                0.95912,                0.86401,                0.84329,                0.91076,                0.80271,                0.51912,                0.51735,                 0.8502,             0.00025807,             0.00025807,             0.00025807
                    219,                0.41683,                0.39339,                0.95496,                0.83999,                0.88463,                0.92434,                0.82507,                0.52112,                0.49167,                0.85471,             0.00025507,             0.00025507,             0.00025507
                    220,                0.40993,                0.39442,                0.95515,                0.88522,                0.87456,                0.92653,                 0.8292,                0.52348,                0.48067,                0.85841,             0.00025207,             0.00025207,             0.00025207
                    221,                  0.408,                0.39948,                0.95478,                0.87515,                0.85449,                0.92004,                0.82544,                0.51446,                0.52557,                0.84647,             0.00024907,             0.00024907,             0.00024907
                    222,                0.40206,                0.38937,                0.95483,                 0.8827,                0.86548,                0.92608,                0.82895,                0.51915,                0.52966,                 0.8487,             0.00024607,             0.00024607,             0.00024607
                    223,                 0.4235,                0.40208,                 0.9609,                0.89223,                0.84619,                0.92533,                0.82184,                0.52103,                0.50966,                0.85262,             0.00024307,             0.00024307,             0.00024307
                    224,                0.40654,                0.38995,                0.95679,                0.88107,                0.86793,                0.92254,                0.81314,                0.52768,                0.49203,                0.85984,             0.00024007,             0.00024007,             0.00024007
                    225,                0.40199,                0.41547,                 0.9511,                0.83368,                0.92029,                0.92084,                0.80957,                0.52625,                0.53024,                0.85508,             0.00023707,             0.00023707,             0.00023707
                    226,                0.40716,                0.39145,                0.95432,                0.84787,                0.89978,                0.90885,                0.79765,                0.52098,                0.53028,                0.85999,             0.00023407,             0.00023407,             0.00023407
                    227,                0.40356,                0.39679,                 0.9524,                0.87781,                0.84011,                0.90469,                0.79838,                0.51753,                 0.5261,                0.85046,             0.00023107,             0.00023107,             0.00023107
                    228,                0.40643,                0.39285,                 0.9529,                 0.8693,                0.85666,                0.91511,                0.81563,                0.50294,                0.52095,                0.84544,             0.00022807,             0.00022807,             0.00022807
                    229,                0.40246,                 0.3736,                0.95188,                0.86119,                0.88609,                0.92746,                0.83309,                0.49784,                0.47913,                0.84528,             0.00022507,             0.00022507,             0.00022507
                    230,                0.38704,                0.39607,                 0.9576,                 0.8892,                0.86524,                0.92231,                0.82652,                0.51018,                0.48004,                 0.8474,             0.00022207,             0.00022207,             0.00022207
                    231,                0.39368,                0.39242,                0.94842,                0.86706,                0.87318,                0.91174,                0.81831,                0.51189,                0.49074,                 0.8524,             0.00021907,             0.00021907,             0.00021907
                    232,                0.40201,                0.39364,                0.95048,                0.86028,                 0.8694,                 0.9224,                0.82293,                0.51269,                0.48694,                0.84742,             0.00021607,             0.00021607,             0.00021607
                    233,                0.41196,                 0.3953,                0.95935,                 0.8769,                0.87618,                0.92682,                0.82705,                0.51459,                0.49336,                0.84884,             0.00021307,             0.00021307,             0.00021307
                    234,                0.41462,                 0.3893,                0.95906,                0.86901,                0.86685,                0.91586,                0.81392,                0.51185,                0.49915,                0.85874,             0.00021007,             0.00021007,             0.00021007
                    235,                0.39899,                0.40577,                0.95471,                0.86115,                0.86546,                0.91141,                0.80665,                 0.5154,                0.49027,                0.85892,             0.00020707,             0.00020707,             0.00020707
                    236,                0.40895,                0.39062,                0.95562,                0.84147,                0.88077,                0.90869,                0.80115,                0.50846,                0.50238,                0.85311,             0.00020407,             0.00020407,             0.00020407
                    237,                 0.4004,                0.40176,                0.95505,                0.87441,                0.86997,                0.92586,                0.81922,                0.50611,                0.50255,                0.84378,             0.00020107,             0.00020107,             0.00020107
                    238,                0.40416,                 0.3748,                0.94941,                0.85346,                0.88682,                0.93107,                0.81868,                0.51615,                0.49649,                0.84571,             0.00019807,             0.00019807,             0.00019807
                    239,                 0.3981,                0.37822,                0.94788,                0.85477,                0.89027,                0.93358,                0.82374,                0.51469,                0.49325,                0.85637,             0.00019507,             0.00019507,             0.00019507
                    240,                0.40341,                0.38891,                0.94922,                0.86571,                0.87888,                0.93648,                0.83937,                0.50566,                0.47559,                0.85882,             0.00019207,             0.00019207,             0.00019207
                    241,                0.39794,                0.38428,                0.95825,                0.88658,                0.85812,                0.93015,                0.82324,                0.51737,                0.48154,                0.85501,             0.00018907,             0.00018907,             0.00018907
                    242,                0.39673,                0.41158,                0.95158,                0.86069,                0.87003,                0.92749,                0.81898,                0.51629,                0.51077,                0.84483,             0.00018607,             0.00018607,             0.00018607
                    243,                0.38215,                0.37615,                0.94926,                0.85976,                0.87034,                0.92811,                 0.8165,                0.52057,                0.50776,                0.84136,             0.00018307,             0.00018307,             0.00018307
                    244,                0.38868,                0.36711,                0.94591,                0.90509,                0.86953,                0.92699,                0.82547,                0.52297,                0.48798,                0.84297,             0.00018007,             0.00018007,             0.00018007
                    245,                0.40333,                0.37898,                0.95199,                0.89622,                0.86558,                0.92891,                0.82653,                0.51512,                 0.4912,                0.84446,             0.00017707,             0.00017707,             0.00017707
                    246,                 0.3935,                0.36574,                  0.944,                0.89987,                0.83634,                 0.9395,                0.83375,                0.50446,                0.48951,                0.84451,             0.00017407,             0.00017407,             0.00017407
                    247,                0.40414,                0.37202,                0.94695,                0.84434,                0.89228,                0.93924,                0.82803,                0.50439,                0.48873,                0.84738,             0.00017107,             0.00017107,             0.00017107
                    248,                0.37882,                0.35809,                0.94321,                0.88809,                0.84926,                0.93094,                 0.8226,                0.50831,                0.51456,                0.85039,             0.00016807,             0.00016807,             0.00016807
                    249,                 0.3929,                0.42646,                0.94645,                0.88929,                0.83907,                 0.9247,                0.81691,                0.50843,                0.52357,                0.84399,             0.00016507,             0.00016507,             0.00016507
                    250,                0.39879,                0.38071,                0.95418,                0.84434,                 0.8961,                0.92687,                0.82073,                0.50359,                0.50913,                0.84276,             0.00016207,             0.00016207,             0.00016207
                    251,                0.38807,                0.36831,                0.94642,                0.83074,                0.89943,                0.92193,                0.81199,                0.51083,                0.51262,                0.84976,             0.00015907,             0.00015907,             0.00015907
                    252,                0.38575,                0.37871,                0.94183,                0.86816,                0.89954,                0.92997,                0.82149,                0.50714,                  0.504,                0.85584,             0.00015608,             0.00015608,             0.00015608
                    253,                0.37445,                 0.3623,                0.94202,                0.84871,                0.88567,                0.92628,                0.82318,                0.51039,                0.50782,                0.85775,             0.00015308,             0.00015308,             0.00015308
                    254,                0.40072,                0.37678,                0.94634,                0.84634,                0.90559,                0.93141,                0.82336,                0.50835,                0.50165,                0.85015,             0.00015008,             0.00015008,             0.00015008
                    255,                0.39658,                0.40305,                0.95118,                0.86354,                0.88585,                0.92823,                0.82439,                0.50439,                0.50751,                 0.8467,             0.00014708,             0.00014708,             0.00014708
                    256,                0.39107,                0.39125,                0.95099,                0.84987,                0.90391,                0.93015,                0.81592,                   0.51,                0.50994,                0.84684,             0.00014408,             0.00014408,             0.00014408
                    257,                0.39221,                0.35331,                0.95566,                  0.874,                0.88186,                0.93761,                0.82507,                0.50695,                0.50005,                0.84632,             0.00014108,             0.00014108,             0.00014108
                    258,                 0.3798,                0.36557,                0.95091,                0.83615,                0.92071,                0.93677,                0.82935,                0.50959,                0.49398,                 0.8516,             0.00013808,             0.00013808,             0.00013808
